text,label
"Big Labor is not buying the Democrats' Green New Deal, saying the proposed economic and energy reforms could cause “immediate harm” to millions of union employees and threaten their livelihoods.",1
"Big Ten Commissioner Jim Delany told The Athletic last month he was ready to start talking about a larger playoff field, and prominent Big Ten athletic directors Barry Alvarez of Wisconsin and Jim Phillips from Northwestern have voiced support for that idea.",0
Big-money donors seem to have activated their astroturf groups to get people out in the streets to make sure that Trump feels the pressure from his beloved base to open up the economy.,1
Bill Barr warns Trump administration to back off lawsuit seeking to kill Obamacare: 'Major political implications',0
Bill Gates has a total legacy of inflicting suffering on people under the guise of giving them a useful product.,1
Billionaire Democrat presidential hopeful Mike Bloomberg is a staunch proponent of gun control for America with one caveat–he gets to spend his days surrounded by good guys with guns to keep him safe.,1
"Billionaire investor Warren Buffett said on Monday that the wealthy, including himself, are not paying enough taxes.",0
"BioNTech’s Chinese partner Shanghai Fosun Pharmaceutical Group does not plan to run further clinical trials of the German firm’s coronavirus vaccine candidate that has completed early-stage trials in China, an executive said.",0
"Bizarrely, Abbott declared he was focused not on preventing infections but on making sure there were enough hospital beds for those who get infected. ",1
"Black Americans enrolled in Medicare were around four times as likely as their white counterparts to be hospitalized for COVID-19, U.S. government data released on Monday showed",0
Black Lives Matter (BLM) cloaks itself in garb of justice and morality.,1
"Black Lives Matter activists in Chicago held a rally Monday evening to stand in solidarity with the dozens of individuals who were arrested after a night of mass looting and criminal activity, with one organizer brazenly defending looting as a form of reparations.",1
Black Lives Matter In Public Schools Is Turning Kids Into Little Marxists,1
Black Lives Matter Philadelphia organizer proposes five-year plan to abolish police,0
"Black men are six times more likely to be behind bars than white men, says the Sentencing Project, a U.S. research group.",0
"Black Americans are more likely to die from COVID-19, reflecting longstanding disparities in health and inequalities in access to medical care.",0
Blacks with disabilities were at greatest risk of arrest – nearly double the 28 percent risk of whites with disabilities.,0
"BLM, like the Women’s March, has from its start been ardently antisemitic.",1
"Bloomberg also supports passage of the Equality Act, which would bar governments and sports organizations from recognizing the biological/physiological difference between men and women and replace it with “gender identity.”",1
Bloomberg claims he has been against redlining.,1
"Bloomberg did not reference specific jokes. ABC News reported in December that it obtained a copy of a 32-page booklet distributed at a party in 1990 that included sexist remarks by Bloomberg, reportedly compiled by his colleagues.",0
Bloomberg is running the same tactics that helped Democrats successfully win the House of Representatives in 2018 — threatening that Republicans’ attempt to repeal Obamacare would remove healthcare coverage for preexisting conditions.,1
Bloomberg looked like that 3-point favorite in college football walking into a trap game unprepared/looking ahead on the road and getting walloped by the home dog.,1
"Bloomberg, imbued with the shamelessness of a man too rich to ever hear the word “no,” openly bragged about the racism motivating the policy, telling a crowd in Aspen in 2015 that 95% of murderers are “male, minorities, 16 to 25” and that this supposed fact was enough to justify treating an entire demographic as suspicious and a policy that amounted to “throw them up against the walls and frisk them.” ",1
Bloomberg’s radical transgender agenda included supporting the Do No Harm Act that would gut the Religious Freedom Restoration Act’s provision to protect Americans right to live and act according to their religious convictions.,1
"Bohai Harvest RST (BHR), a private equity firm bankrolled by the Chinese government that is tied to Hunter Biden, invested in an alleged African “blood mine”.",0
Boodsabann Chanthawong recently joined a growing number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all-female monastery outside Bangkok.,0
"Borrowing for everyday consumption or for assets such as cars that lose value makes it harder to save and invest in stocks and real estate that tend to create wealth, so the rise in consumer borrowing exacerbates the wealth gap.",0
"Borrowing from Hillary Clinton, leftist Italian media have labeled those attending the pro-family Congress a “list of deplorables,” calling pro-life and pro-family advocates “neofascists” and “homophobes.”",1
Both Pollak and McSally described recent and ongoing leftist-driven riots and violent protests as contemporary reminders of the importance of the Second Amendment.,0
Bouchard commented on his efforts to secure state preemption of the myriad gun-free zones in the state.,0
"Brandon Straka, founder of the #WalkAway campaign encouraging Americans to leave the Democrat Party and left-wing ideology, told Breitbart News on Saturday that many participants in the Women’s March in Washington, DC, don’t really know why they’re here.",0
"Breaking store windows, setting buildings on fire, vandalizing monuments to American heroes, leaving graffiti threats on synagogue walls, attacking Christian churches and tombstones, terrorizing the living, and giving no peace to the dead— these are the great accomplishments of Antifa and those they egg on.",1
"Breitbart London previously reported on the content of these guidelines, which promote transgender ideology, homosexual lifestyles, and “safe access to abortion”.",1
Breitbart News reported last week on a viral video in which a father confronted presidential candidate Elizabeth Warren over her proposal to erase student loan debt.,0
"Brexit Party leader Nigel Farage blasted Boris Johnson for failing to confront the Marxist Black Lives Matter UK movement, saying that the prime minister is “trapped” by a politically correct culture.",1
"Britain will ban the sale of new petrol, diesel and hybrid cars from 2035, five years earlier than planned, in an attempt to reduce air pollution that could herald the end of over a century of reliance on the internal combustion engine.",0
"Britain’s opposition Labour Party published its election manifesto on Thursday, including plans for higher taxes to raise billions of pounds for more public spending and tougher regulation of London’s huge financial services industry.",0
"Britain’s parliament has rebranded itself with possibly the wokest logo evah: a rainbow flag which invokes simultaneously the racial harmony of South Africa, the quiet dignity of Black Lives Matter, the modest restraint of the transgender movement, the subtlety of LGBTQ and the scientific and economic integrity of the green movement – all in one multicoloured vomiting splurge of rainbow-hued diversity.",1
British Olympic swimmer Sharron Davies also slammed the concept of transgender athletes.,1
British parliamentarians overseeing the country’s official petitions process have written to Boris Johnson’s government demanding a real answer to a petition to release a buried report on the ethnicity of grooming gangs.,0
Brooklyn measles outbreak: How a glossy booklet spread anti-vaccine messages in Orthodox Jewish communities,1
"Brown, the culture expert on Netflix’s reality makeover show which begins its fifth season on Friday, said white gay men in particular need to recognize how they have benefited from racial injustice.",0
"Bryce Harper, who signed the richest free-agent contract in baseball history, a cool $330 million, was being unveiled for the first time in a Phillies uniform.",0
"Bush, who has largely avoided politics since leaving office in 2009, has recently weighed in on the Chinese coronavirus pandemic and the death of George Floyd — and while neither statement mentioned President Trump by name, they were regarded as veiled swipes at his handling of both matters.",1
"But across the country, Americans were confronting a horrific landscape of downtown retail districts being destroyed by mobs Sunday as police did nothing to intervene.",1
"But Americans who blame anti-vaccination parents and propaganda have it wrong. Yes, those who do not vaccinate their children play a role in our failing rates, and lies about vaccinations causing autism have made matters worse, but there are less known, more significant causes to poor completion rates in children. ",0
"But as early as this month, the U.S. Supreme Court could issue a decision that would mean the end of deferred action for Paz and hundreds of thousands of other young immigrants.",0
"But as many reminded the President, his horrific mismanagement of the coronavirus pandemic also happened on his watch.",1
"But at its core, there's a basic truth that's unavoidable: ahead of the 2016 cycle, Trump insisted he wouldn't cut any of these social-insurance programs, and ahead of the 2020 cycle, his position is fundamentally different.",0
"But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S., the Christian Right and white nationalists have failed to take coronavirus seriously.",1
"But Bannon — the former Harvard Business School grad, Goldman Sachs managing director, and Hollywood mogul — cast California as a linchpin in the fight to halt the spread of what he called the globalist and elitist agenda. He urged Republicans to organize, rise up — and put up a fight to hold on to California House seats that are considered vulnerable in 2018.",1
"But behind the scenes, Trump was getting briefings. Terrible briefings. Really awful stuff. His own campaign manager, Brad Parscale, who was reported to have spent his hefty paycheck from the Trump campaign on condos, a luxury boat and a Ferrari, met with him and showed him his internal poll numbers.",1
But Buttigieg’s liberal elite background has not stopped him from claiming the mantle of a Democrat political figure in a Republican “red state.”,1
"But Carlson is the most prominent critic of the corporate visa-worker pipelines, which divert job opportunities and wages away from Americans.",1
"But Christian right leaders are also not about to let medical science supersede their authority, much less get in the way of their quest for power and cold, hard cash.",1
"But COVID-19 is shaking her views. The woman who would identify herself only as Stephanie, citing a fear of reprisals from committed anti-vaxxers, says she is now 50:50 on taking a vaccine should one be discovered for the respiratory disease caused by the new coronavirus.",0
"But decades of study have shown no link at all, and scientists are becoming increasingly impatient with the refusal to accept their findings.",0
"But developing and manufacturing vaccines takes very deep pockets, costs that are tough for smaller countries.",0
"But director Nick Sweeney’s forthcoming documentary on McCorvey, “AKA Jane Roe,” contains a major bombshell: her conversion from abortion rights icon to born-again Christian abortion opponent was “all an act.”",0
"But even after contracting a life-threatening infection that might have been prevented by a vaccine, his family stood firm on their anti-vax stance. ",0
"But even as the job losses mounted into the tens of millions as the nation rushed to try to contain an already widespread pandemic, the President personally promoted miracle quack cures like hydroxychloroquine and demonstrated his unbridled personal buffoonery by wondering aloud about the possibility of drinking bleach and injecting sunlight as a method of curing oneself of coronavirus.",1
"But even if a vaccine is declared safe and effective by year’s end, as some expect, there won’t be enough for everyone who wants it right away.",0
"But even if there was a president in the Oval Office who took the issue seriously, there’s still a do-nothing Senate to contend with.",1
But even those who take steps to better their financial situation often end up stunting their opportunities in the long run thanks to the high cost of financial services. College offers a prime example.,1
"But existing U.S. sanctions already place such huge obstacles in the way of Iranian oil exports and imports of food, medicine, and other consumer products that it is hard to imagine what further pain these new sanctions can possibly inflict on the besieged people of Iran.",1
"But few people who describe themselves as transgender wish to live as members of the opposite sex, and even fewer wish to undergo cosmetic surgery.",0
But Hedges also sees hope for saving the United States from imminent tyranny. Where? In the George Floyd protests and the possibility of revolutionary change.,1
"But how is Francis going to maintain that particular comedy persona now that we know that underneath he is a cowardly, politically correct, blubbing cry-baby who in fact really does care what a bunch of race-baiting, commie thugs think, and is so scared of losing his very well-paid job on mainstream TV that he’s prepared to grovel and humiliate himself in order to keep it?",1
"But if there is one thing we have learned about Trump in the last four years, it's that he's a human earthworm: Every time he gets cut in half, he grows another tail using lies, cheating, and thievery.",1
"But if you major in philosophy or gender studies, you might struggle to find any job in your field, let alone a well-paying one.",0
"But in an age when anti-vaccine conspiracy theories travel far and wide online and many parents are afraid of taking their pediatrician’s advice, Kentucky’s loose vaccination laws directly incentivize parents to follow Bevin’s lead.",0
"But in her rush for snarky liberal-bashing, Swoyer misses the real story about Alexandria Ocasio-Cortez’s pricey haircut: the blatant and disparate “female tax” that women in power must pay to achieve and maintain their power.",1
"But instead of closing loopholes that allow criminals to access firearms, the bill by House Democrats could turn millions of law-abiding American gun owners into felons.",1
But Islam is the mother load of bad ideas.,1
"But it was Hawley’s keynote address at the National Conservatism Conference that nailed down who he is, what he believes, and where his party is going in a way that should be absolutely terrifying for every American.",1
But it’s getting increasingly difficult to maintain the myth that the enormous wealth inequality in not just American society but the entire world somehow reflect a system that’s fairly rewarding people for their talent and labor.,1
"But it's also true that high-profile travesties of justice, such as the one Senate Republicans are currently preparing to commit, can often provoke major political backlash. ",1
"But last Wednesday, when the Heritage Clinic for Women in Grand Rapids, Michigan, opened in the morning, the staff were startled to find 25 to 30 protesters assembling, many of them holding single red roses. Ignoring the no-trespassing signs, they began swarming the clinic’s parking lot, rushing patients as they got out of their cars.",0
"But make no mistake about it: Despite receiving widespread positive attention from many in the press, Ocasio-Cortez’s radical left-wing policy proposals and her socialist ideology present a significant threat to America’s economy and its longstanding commitment to individual liberty. ",1
"But Never Trumpers are not decent people. All that matters to them is media money and cable news fame,  and these mercenary grifters know their grift as house-trained conservatives feted by the corporate media ends the moment they choose Trump over anyone, including Jurassic Communist.",1
But New York’s Andrew Cuomo is no normal governor. This is the jamoke whose state has the most deaths from COVID-19 of any but is taking a victory lap and coming out with a book about his abject failure.,1
"But of course, Joe Biden and the leftist cabal who will control him will never allow that, and the sheep’s clothing Democrats and fake media outlets like NBC News are using to push AFFH and demonize its critics, like Trump, is race and racism.",1
But Omar used Ivanka’s pro-family posts as a way to make a political point about her father’s policies regarding the families separation at U.S.-Mexico border.,0
"But one glaring absentee was Trump, who not only declined an invitation but failed to send any American representative at all.",1
But opponents argued that asking minors to negotiate the legal system when they are already scared and ashamed could drive them to illegal abortions.,0
But our new research disproves the admittedly tempting idea that merely putting a woman in power improves gender equality. ,0
But pockets of vaccine skeptics have helped cause outbreaks of measles and whooping cough. ,1
"But President Donald Trump and his campaign advisers are proceeding with the event, which is expected to draw tens of thousands inside and outside the venue who will neither be socially distant nor required to wear face coverings.",0
"But racial inequality was the dominant theme of the press conference, including statistics Warren cited wherein blacks are more likely to owe more in student loans 12 years after graduating than they did right after completing college.",0
"But rather than appreciate the fact that Asian-American women are considered highly attractive, Lim sees only a sneaking racial bias, a reflection of our upside-down cultural world where victimhood and oppression carry more social currency than even beauty and success.",1
"But Sanders’ growing popularity – even after expressing sympathetic views of Castro and other authoritarian regimes – underscores a problem for Florida Democrats, especially in South Florida, which has a large number of Cubans, Venezuelans and Nicaraguans whose families suffered under dictators.",0
But several incidents in recent weeks have stoked concerns among rights groups that the climate for the country’s LGBT community is deteriorating further.,0
"But she couldn’t shake criticism that she was an outsider compared to Leger Fernandez, who has served as counsel to several Native American tribes in the northern New Mexico district and had the backing of the Congressional Hispanic Caucus.",0
"But so many anti-vaxxers add selfishness to their faults and put innocent children, who because of age or immune system deficiencies cannot be vaccinated, in danger.",1
"But the ""young outsiders"" do share the racism of traditional conservatives. They are easily riled up by the demonization of social spending programs like Obamacare or food stamps",1
But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to mislead people in a way that goes beyond simply taking clips of speech out of context.,0
But the British Government — and this one’s Conservative; imagine what a Labour one would be like! — is so wedded to green ideology and so nervous of the well-funded anti-fracking campaign industry that it has imposed such extreme precautionary principles on shale gas exploration that the fracking industry has effectively been strangled at birth with red tape.,1
"But the changes could easily be wiped out by efforts to quickly ramp up economies, including governments around the world that may be more willing to relax regulations to jump-start companies.",0
"But the Christian Right embodies a dangerous form of Christianity that is bitterly anti-science, and its ideology goes hand in hand with white nationalism and the coronavirus truther movement.",1
"But the decline in carbon emissions caused by coronavirus-related lockdowns could easily be wiped out by efforts to quickly ramp up economies, including governments around the world that may be more willing to relax regulations to jump-start companies.",0
"But the Democratic majority in the House has already passed sweeping gun legislation, in addition to many other measures.",0
"But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand, Cory Booker, Bernie Sanders, and Kamala Harris – all of whom extensively used air travel, including private jets – throughout the years in office.",0
But the fact that Trump cloaks this fact by stoking false fears about immigrant crime and delivering rage-filled rants about “illegal” immigration shows that this isn’t some genuine and reasoned policy view about the costs and benefits of new entrants to the labor force — it’s a reactionary stance built atop anti-immigrant bigotry.,1
But the national and global trends spin a tale of two separate realities. An irrational fear of vaccines among well-educated and largely white Americans has fueled an utterly preventable and dangerous disease that had been considered “eliminated” by scientists.,1
"But the new restrictions on H-2A visas could leave West Coast farmers in the lurch just as they are preparing to harvest lettuce, cabbage, broccoli, celery and strawberries, said Dave Puglia, president and CEO of the Western Growers Association.",0
"But the president kept his word when it came to the Court. It’s still early in the Trump era, of course, and we really have no idea how the residual political effects of our acute partisan battles or investigations or ugly rhetoric or the often-incompetent presidency will manifest in the long term.",1
"But the president's ""ask China"" response is reflective a larger strategy to deflect any blame for administration's handling of the pandemic onto China, a chief U.S. rival and the place where the outbreak began. ",0
"But the radical left doesn’t want you to know that history is nuanced and complex; all they want is to use it as an excuse for promoting guilt, division, self-hatred.",1
"But the sad truth is that as long as Christian right leaders keep on shilling for Republicans, the party will close its eyes and embrace them, no matter how many people have to die.",1
But the sclerotic bureaucracy that rules the healthcare system itself is an abject disaster and a national embarrassment.,1
But the self-righteous red-state politicians should stop yapping about bailouts and remember what the blue states have done for them these past many years. ,1
"But the skeptics have taken on a brasher, bolder tone in recent months. ",1
"But the timing made the mailer less of an attack than an argument in favor of Lewis George: It arrived in mailboxes as protests over police killings of Black people, including George Floyd in Minneapolis, broke out nationwide and sparked calls for massive overhauls of police departments across the country.",1
"But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather, in a survey of 1,000 experts from government, business, academia and non-governmental organizations.",0
"But the wealthy have a clear incentive to make minor tweaks to the existing system instead of overhauling it to create a truly sustainable society because they profit from the world as it is, not as it could be.",0
But the White House played down the coronavirus crisis and called the high level of news coverage a ploy to hurt U.S. President Donald Trump.,0
"But then, science has never been a strong point of the Christian Right or white nationalists. They are bitterly anti-science, which is why they so deeply resent anyone who offers accurate information on the pandemic — be it Dr. Fauci or reporters at CNN and MSNBC.",1
But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.,1
But there was no sign that any gun legislation approved by the Democratic House majority would gain traction in the Republican-controlled Senate,0
"But there’s also an intensifying global climate crisis, which carries life-changing risks for billions of people.",0
But there’s another equally damaging consequence of student loan debt that’s talked about less often: its impact on borrowers’ mental health. That’s certainly not something that’s discussed with 18-year-olds as they prepare to sign the dotted line on a 10-year loan.,0
"But there's a method to their madness. As chaotic and dysfunctional as they are at governing, Trump and the Republicans are united on their electoral strategy.",1
"But to Democrats, the tactic of demonizing Republicans as racists was nothing new",1
"But Trump also has provided Democrats with fodder they are likely to use to challenge his healthcare claims, and they are sure to argue that Trump will cost millions of Americans their coverage.",1
"But Trump and his most ardent supporters seem almost physically repulsed at the very idea of wearing a mask. One Republican Ohio state legislator even claimed that since “we are all created in the image and likeness of God,” covering the face with a mask is an affront to God’s creation.",1
"But Trump has a track record of flouting scientific advice and some experts are skeptical that vaccine trials, which have to study potential side effects on a wide range of people before they can deliver a verdict, can be completed by late this year or even early next year.",1
"But Trump’s pro-American policies are frustrating judges who were appointed by former President Barack Obama, prompting some to leave and open new slots for Trump-appointed judges.",1
"But while they have claimed that Obamacare is a burden for the country, there's a good reason why they haven't had enough political will to tear it down through Congress.",0
"But with the can of worms now open, Democrats see opportunity on everything from gun control to climate change, especially if the Supreme Court upholds Trump’s declaration.",1
"But within Britain’s Black Lives Matter movement there are differing opinions over what to aim for and how to achieve it: some make more radical demands, like abolishing the police and capitalism, while others, like Ayton, favour more gradual reform.",0
But you have to remember that the Oscars were started in the late 1920s by a lame white guy (Louis B. Mayer) as a way to give his friends participation trophies,1
But Trump and his cabal and cult members are never to be questioned about their vile behavior.,1
"But, whether this switch constitutes a true win for the racist right or not, it’s clear that MAGA conservatives are highly attuned to how decisions are made in the White House and which positions they want to control.",1
"But, yeah, good work each and every one of you reporters who made this fake story something to waste time on this week. You’re all hacks.",1
"Buttigieg, who competed with Biden for the nomination before dropping out and endorsing him, would be the first openly gay Cabinet secretary confirmed by the Senate.",0
"By any sensible measure, the Trump administration is among the worst ever seen for respecting, valuing, and following science.",1
"By bringing BLM into the classroom, activist educators are allowing the most radically divisive movement in modern American history to warp children’s worldviews.",1
"By forcing us to abandon our regular routines and habits, if not our livelihoods, the pandemic has led us to postpone many of the activities from which we derive joy and pleasure. Our society often operates under the premise of instant gratification, a concept that has gone out the window given the uncertainty surrounding the virus.",0
"By Monday morning he was considering a dramatic move — invoking the Insurrection Act so that he could use federal troops to enforce the law. According to a senior defense official, Trump wanted 10,000 federal troops immediately on the streets to control a situation some aides believed could escalate dangerously.",0
"By supporting Medicare for All, ACP is supporting dramatic pay cuts for its members.",1
"By the time Officer Joseph Ferrigno shot a Black man from behind, court records show, the Rochester cop had drawn at least 23 misconduct complaints in nearly nine years on the force",0
"By threatening the kids and their families with deportation, the administration’s U.S. Citizenship and Immigration Services was effectively delivering death sentences.",1
Cable news is poison.,1
"California Governor Gavin Newsom said on Monday he would ease the state’s stay-at-home orders by Thursday, expanding the number of retail businesses that can provide curbside services.",0
California has a ten-day waiting period on gun purchases yet that state also witnesses some of the most heinous public firearm-based attacks in the nation.,1
California’s only “achievement” in health care is extending “free” benefits to illegal aliens.,1
"Calls are growing for police to be banned from marching in Pride parades and for the LGBT+ events to return to their roots as rebellions against police brutality amid a rolling, global anti-racism movement.",0
"Calls for the removal of these monuments, which came on the back of massive Black Lives Matter protests earlier this month and subsequent efforts by some local governments to reform their police forces, were sparked by the May 25 death of George Floyd, a Black man killed in police custody.",0
"Campaigners for gender equality took to European city streets on Friday to mark International Women’s Day with celebrations and protests, while in Turkey police fired tear gas to break up a crowd of several thousand women in Istanbul in the evening.",0
"Can the loyalty of Trump voters withstand racial tensions, cities on fire, stores looted, and people being beaten and killed in the streets? Yes. If the left keeps comparing gun owners to slave owners. If they advocate throwing white women out of airplanes; if they beat their neighbors with two-by-fours; if they murder a 77-year-old former police chief and broadcast it on Facebook Live.",1
"Canada expects to make a financial contribution to the international vaccine coalition known as COVAX, the federal government says, aiming to equitably distribute an eventual COVID-19 vaccine to poorer countries that couldn’t afford it.",0
Canadian Prime Minister Justin Trudeau on Friday took a knee during an anti-racism protest on Parliament Hill in Ottawa but was still mocked by his fellow demonstrators.,0
"Cancellation of a two-week United Nations meeting on gender equality, female empowerment and “women’s issues” due to the coronavirus outbreak sparked an outcry from 12,000 disappointed delegates, diplomats and non-government organizations scheduled to fly into New York for the event and work towards ending “default male thinking” across the globalist organization.",1
"Capitalism, as Thomas Piketty’s Capital in the Twenty-First Century shows, relentlessly worsens wealth and income inequalities. ",0
"Capping nearly four weeks of protests and national soul-searching aroused by the death of a Black man, George Floyd, under the knee of a white police officer, demonstrators took to the streets from Atlanta to Oakland, California, blending the Juneteenth holiday with calls for racial justice.",0
"Carlson warned if Trump was unsuccessful in efforts to restore order, he could lose the 2020 presidential election.",0
"Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria, Va., that got her into the fight for gun control. ",1
Cartoon dubious rich person Betsy DeVos issued a new rule on Thursday that will require public schools to share more of the CARES Act relief funds—meant for public schools—with private schools.,1
"Cartwright, who represents Pennsylvania’s eighth congressional district, launched a campaign ad recently, claiming that Bognet would eliminate health insurance coverage for millions of Americans.",1
Catholic League president Bill Donohue slammed New York mayor Bill de Blasio Friday for his irrational coronavirus lockdown rules and anti-religious animus.,1
CBS Late Show host Stephen Colbert claimed on Tuesday that President Donald Trump’s describing himself as a “nationalist” serves as an indication of his hidden sympathy for white nationalist movements such as Ku Klux Klan.,1
"Celebrities have already pledged to donate more than $115 million to Black Lives Matter and various social justices causes, while various mega-corporations have pledged to donate more than $454 Million.",0
"Celebrity activist Alyssa Milano declared at a rally in Washington, D.C. Tuesday that because she has a vagina, she doesn’t have “equality and justice” in America.",0
Celebrity Pseudoscience: Here Are Nine Household Names Who’ve Pushed Bad Science on The Public,1
Cerio was reportedly screaming in agony on the floor and could be seen on video clutching both her legs in pain before she was tended by medical staff and athletic trainers.,0
"Certainly, in a cult revolving around an omnipotent, all-seeing hero who in their mythology is reliably ten steps ahead of the nefarious liberal criminals overseeing a global pedophilia ring about to be brought to ground, the notion of a legitimate defeat at the polls is inconceivable. ",1
"Certainly, the disadvantaged citizens of Alabama or Mississippi or Tennessee aren't to blame for the demagogic nonsense uttered by Republicans who misrepresent them in Congress, and they don't deserve to be punished either.",1
"Charleston, West Virginia is the most recent small city to be secretly targeted by the Obama administration and the politically-powerful resettlement agency industry as a site to place more refugees.",1
Chelsey Nelson is suing Louisville over a city law that prevents businesses from discriminating against gay customers.,0
Chernobyl is basically a more benign version of the Republican Party.,1
Chicago Police Superintendent David Brown described the 20-year-old as an armed male who allegedly pointed a gun at officers and “shot at officers first.”,0
"Child rights agency UNICEF on Wednesday called for the Nigerian government to “urgently review the case” of a 13-year-old boy sentenced to ten years in prison for blasphemy last month in majority Muslim Kano State, which practices sharia, the Islamic law.",0
"China – the country that throws its minorities into concentration camps and uses them for slave labor, the brutal authoritarian regime driven by Han Chinese racial supremacist ideology, the government that thinks nothing of wiping out entire villages if it needs to build a few dams quickly to put on a good show for the Olympics – boasted of its superior compassion and tolerance in the pages of the CCP’s Global Times on Monday",1
"China announced retaliatory sanctions Monday against U.S. officials and entities, including Sen. Marco Rubio, R-Fla., after Washington sanctioned senior Chinese officials who it claimed are responsible for mass detentions, religious persecution and forced sterilization against Muslim Uighur minorities in China's Xinjiang province.",0
China appears to be feeding off similar complaints from the left in the United States. Complaints about partisan “gridlock” are perennial and grow especially loud when Democrats and their highly sympathetic media are the ones complaining about Republicans getting in their way.,1
"China has ample capability to make COVID-19 vaccine and will prioritise supplies to developing countries when they are ready, the foreign ministry added.",0
"China is attacking the values of freedom, human rights, and sovereignty that the United States and other like-minded nations hold dear.",1
"China is poised to pass a national security law for Hong Kong that the city's opposition lawmakers, analysts and U.S. officials say could plunge the semi-autonomous territory into its deepest turmoil since it returned to Chinese rule in 1997.",0
"China is watching Japan-South Korea conflict carefully, nervous about the regional economic disruption but perhaps seeing an opportunity to isolate Japan and build stronger ties with South Korea.",0
China stocks were mixed on Wednesday as profit-taking in healthcare shares and concerns about tighter regulation over big tech firms offset optimism about consumption rebound and progress in developing a coronavirus vaccine.,0
"China has quietly allowed its currency, the yuan, to slide to its weakest level against the U.S. dollar in over a decade as the Trump administration ratcheted up attacks on Beijing over its crackdown on Hong Kong and handling of the COVID-19 outbreak.",0
"China, where the virus was first reported late last year, is also in talks with the WHO to have its domestically made vaccines assessed for international use.",0
"China’s economy has been slowing since last year as the trade war with the United States took a toll on factory activity, exports and domestic demand, suggesting that a spate of stimulus measures - including tax cuts and easier lending rules - have yet to have a notable effect on overall growth.",0
"China’s second-quarter economic growth slowed to its weakest pace in at least 27 years, in line with expectations, as demand at home and abroad cooled in the face of a bruising trade war with the United States.",0
China’s state-run media quickly seized on the obsessions of their American counterparts over the weekend by linking President Donald Trump to “white nationalism”,1
"China’s state-run propaganda newspaper Global Times repeatedly gloated this weekend over the widespread destruction by radical leftists in the United States, claiming on Monday that “Chinese netizens are cheering” looting and vandalism.",1
"Chinese companies are using a state-run labor program to force its mostly Muslim Uighur minorities into manufacturing masks and other personal protective equipment to keep up with increased demands during the coronavirus pandemic, an investigation by the New York Times said Sunday.",0
Chinese officials demanded a public apology from a Danish newspaper on Tuesday for publishing a cartoon replacing the five stars on the national flag of the People's Republic of China with drawings of five microscopic particles of the coronavirus.,0
"Chinese state media outlets have been bursting with criticism for President Donald Trump during the current round of riots, but the Chinese Communist Party (CCP) also tossed a few bricks at former President Barack Obama and his Democrat Party, needling them for doing little about racial issues and touting China’s efforts to care for its poor and disenfranchised as vastly superior to the Democrats’ half-hearted socialism.",1
"Christian persecution around the globe reached an unprecedented level at the end of 2019, with over 260 million Christians facing “high levels of persecution,” Open Doors revealed Wednesday.",0
"Christians in eastern Uganda are among those in their faith who face the most serious dangers in the world, according to World Watch Monitor, a group that tracks persecutions of Christians.",0
Christians should make clear that the perpetuation of objectionable vaccines and the lack of alternatives is a kind of coercion.,1
Citizens of all political stripes are snapping up guns and ammunition in record numbers.,0
"Civil rights activists across the United States for years have called for scaling back traditional policing, and the efforts have gained momentum through protests over the death of George Floyd in Minneapolis police custody last month.",0
"Climate change contributed to drastic declines in the population and diversity of bumblebees across North America and Europe, according to a long-term study of more than 60 bee species published Thursday in the journal Science.",0
Climate change is threatening global coffee yields as changing temperatures and rainfall patterns affect plant growth.,0
"Climate change, which is the subject of fierce debate, may lead to a ""substantial increase"" in the number of extreme rainstorms, according to a startling new study by NASA.",0
Climate Wunderkind Greta Thunberg has garnered gushing praise from celebrities during her environmental crusade.,1
"Close to one third of young U.S. adults appear to have an elevated risk for severe COVID-19, with smoking their strongest risk factor, according to survey data.",0
Closing the gender pay gap is not rocket science – even though recently graduated female rocket scientists earn 89 cents on the dollar to their male peers.,1
"CNN anchor Chris Cuomo was quick to defend climate activist Greta Thunberg from ""Trumpers"" who mocked her on Thursday but was quickly reminded about the settlement his network recently made with Covington Catholic High School student Nick Sandmann.",1
"CNN Hires Woke Saints Safety Malcolm Jenkins to Comment on Race, Social Justice Issues",1
CNN national correspondent John King ripped President Donald Trump for not mentioning climate change in his second State of the Union address.,1
"Coach Guerrier adds that the referee’s continued mid-game scrutiny ultimately made “a spectacle” of her daughter, and that he continued to insist that something would have to be done as the child grows up and continues to compete in the sport.",0
"Cohen said political leaders are playing with fire when they promote white supremacist talking points, such as exaggerated claims of the security threat immigrants present and their supposed drain on public resources, to stoke their supporters.",1
"Coincidentally, many Republican lawmakers who voted for the largest tax cut signed into law by Trump personally owned some of the same stocks whose values significantly increased as a result.",0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.",0
